customer_id,session_id,visit_date,device_type,user_type,marketing_channel,product_id,product_category,unit_price,quantity
9838,2689,29-09-2024,1,1,1,503,5,424.63,2
7564,2690,17-05-2024,0,1,2,855,3,1417.81,1
6464,2691,13-02-2024,1,1,1,216,6,1639.92,1
9189,2692,21-05-2024,0,0,1,775,6,1880.92,2
4824,2693,04-10-2024,2,1,5,223,3,389.17,2
9413,2694,14-12-2024,1,1,4,444,7,801.33,2
4329,2695,16-03-2024,2,0,5,874,2,797.81,3
2149,2696,08-05-2024,0,0,2,221,2,1370.37,1
4758,2697,16-11-2024,0,0,0,707,0,454.22,1
2158,2698,24-04-2024,1,1,0,86,4,438.81,4
2065,2699,30-03-2024,1,0,4,223,5,1215.72,1
8929,2700,30-10-2024,1,1,5,184,0,770.69,4
8151,2701,28-06-2024,0,1,3,121,7,1180.78,3
2990,2702,31-07-2024,1,1,2,104,2,1492.38,2
8538,2703,26-06-2024,0,1,5,678,4,131.52,4
1620,2704,08-08-2024,0,0,4,612,0,288.83,2
3559,2705,08-04-2024,1,1,0,272,3,879.39,3
7354,2706,24-09-2024,1,1,1,688,0,645.16,2
3733,2707,12-05-2024,1,0,2,6,3,1076.19,1
7573,2708,10-07-2024,0,0,3,206,2,1183.96,2
8868,2709,08-03-2024,1,0,4,577,3,1375.35,2
1594,2710,05-01-2024,2,1,1,732,7,1153.61,4
1215,2711,27-07-2024,0,0,3,460,1,152.25,4
9459,2712,20-02-2024,1,1,4,313,5,1683.74,1
5683,2713,29-11-2024,1,1,3,187,5,1659.58,4
5557,2714,16-12-2024,0,0,2,461,4,143.31,3
5172,2715,25-04-2024,1,0,2,825,6,506.39,2
4902,2716,15-04-2024,2,1,1,857,4,335.97,3
7210,2717,04-07-2024,1,1,4,672,1,328.21,3
6217,2718,15-03-2024,0,1,2,2,6,333.25,1
2470,2719,10-11-2024,1,1,1,192,2,1266.42,4
6639,2720,07-02-2024,1,0,5,360,6,1534.76,4
7014,2721,14-06-2024,1,0,3,893,6,1405.14,3
2022,2722,09-03-2024,0,0,3,651,4,102.68,4
4390,2723,30-10-2024,0,1,4,307,5,906.58,4
8113,2724,22-02-2024,1,0,4,456,0,602.77,1
6567,2725,11-06-2024,1,1,5,228,6,1285.85,2
2227,2726,31-10-2024,2,1,5,629,6,1907.2,2
1360,2727,09-06-2024,1,1,4,89,7,695.46,4
6230,2728,08-03-2024,1,0,2,47,5,964,2
5155,2729,27-02-2024,0,0,0,586,2,634.94,1
9648,2730,08-08-2024,1,0,1,460,4,299.97,2
5699,2731,15-02-2024,1,0,3,536,0,158.88,1
9382,2732,09-05-2024,0,1,0,258,3,583.19,2
2928,2733,11-08-2024,0,1,5,398,4,107.11,2
5025,2734,18-05-2024,2,1,4,567,4,317.9,4
2256,2735,28-10-2024,1,1,2,399,3,335.02,2
6167,2736,08-09-2024,1,0,4,736,4,448.8,4
2696,2737,19-02-2024,1,0,5,474,0,470.37,2
5429,2738,25-10-2024,2,1,4,199,3,766.49,2
4096,2739,28-11-2024,1,0,1,72,3,1487.49,1
2671,2740,14-03-2024,1,0,4,15,3,1016.24,3
1871,2741,10-05-2024,1,1,2,419,1,605.18,2
5607,2742,24-05-2024,0,0,3,772,7,847.86,3
9524,2743,04-06-2024,1,1,3,820,6,1555.23,2
2788,2744,18-06-2024,1,0,5,708,1,235.72,3
4644,2745,22-11-2024,0,1,4,751,7,868.96,2
3021,2746,25-08-2024,0,0,5,286,4,352.31,2
8279,2747,23-11-2024,0,1,5,583,4,153.3,4
4733,2748,07-05-2024,0,0,1,457,3,1409.16,1
9768,2749,10-07-2024,2,0,1,831,7,703.84,4
3206,2750,08-02-2024,1,1,0,22,3,353.38,4
1726,2751,11-04-2024,1,1,1,877,7,476.27,2
6242,2752,01-08-2024,0,0,5,331,5,944.83,2
6864,2753,03-03-2024,0,0,2,638,2,1571.06,2
9915,2754,16-12-2024,1,1,2,368,2,1094.69,1
8841,2755,09-04-2024,0,1,1,101,6,1358.42,1
8956,2756,28-02-2024,0,1,1,786,5,1016.19,3
6707,2757,11-10-2024,2,1,4,45,6,765.48,2
4237,2758,02-02-2024,1,0,2,99,5,992.21,2
4860,2759,28-04-2024,1,1,4,711,2,1047.66,1
2203,2760,13-03-2024,0,1,2,772,5,1647.4,4
4879,2761,10-09-2024,0,0,0,519,5,1752.05,3
4279,2762,03-11-2024,1,0,2,155,1,542.78,4
1323,2763,12-03-2024,1,0,2,522,5,257.31,1
2840,2764,31-05-2024,1,1,0,474,1,181.15,3
5810,2765,23-06-2024,1,1,0,491,6,705.06,2
4323,2766,09-09-2024,0,1,0,101,1,245.22,3
9940,2767,08-05-2024,1,1,3,38,0,841.38,4
5306,2768,09-07-2024,0,1,0,467,3,301.8,3
9627,2769,02-07-2024,0,1,2,77,4,188.28,2
6945,2770,05-01-2024,1,1,3,876,4,290.61,4
1363,2771,27-07-2024,0,0,5,203,3,1448.23,4
2830,2772,26-07-2024,0,1,2,755,7,487.87,4
7351,2773,27-12-2024,0,1,2,548,0,645.3,4
5905,2774,05-07-2024,0,0,1,411,7,549.34,4
3715,2775,24-11-2024,1,0,1,501,3,1154.23,3
5698,2776,07-05-2024,2,1,3,69,6,1734.59,2
9125,2777,10-09-2024,0,0,4,6,7,352.6,4
4497,2778,25-11-2024,0,1,5,342,5,992.97,2
1405,2779,26-02-2024,1,1,0,356,1,381.36,4
3798,2780,25-07-2024,0,1,0,319,4,372.63,3
9421,2781,01-12-2024,1,1,2,132,5,1397.7,4
7855,2782,21-07-2024,0,0,2,172,7,523.84,2
8536,2783,21-11-2024,1,1,2,320,5,1253.42,4
9203,2784,02-06-2024,0,0,1,724,1,665.1,2
2057,2785,19-11-2024,1,0,4,443,2,1517.91,3
3543,2786,17-08-2024,1,1,5,338,4,320.27,3
1538,2787,23-06-2024,0,1,5,405,3,1215.86,3
1042,2788,19-03-2024,1,1,4,243,6,1448.97,1
8511,2789,03-03-2024,1,1,2,726,1,583.21,2
9431,2790,15-04-2024,2,1,5,686,3,1351.44,1
2401,2791,02-10-2024,1,1,3,74,2,1443.18,4
7498,2792,19-06-2024,0,0,4,247,3,644.44,2
5813,2793,21-05-2024,1,0,1,194,0,396.68,4
1622,2794,19-06-2024,0,0,5,857,3,831.68,1
9240,2795,05-05-2024,1,1,1,448,3,383.23,1
8840,2796,21-10-2024,1,1,1,320,4,223.26,1
6106,2797,22-05-2024,0,1,3,671,0,459.33,2
7370,2798,21-06-2024,1,0,5,316,2,799.39,1
4574,2799,23-07-2024,1,1,2,789,3,947.05,1
8134,2800,23-08-2024,0,1,0,245,0,161.48,4
5004,2801,01-05-2024,1,0,4,438,5,1675.62,3
9901,2802,27-01-2024,1,1,0,6,3,514.51,1
1567,2803,08-09-2024,1,1,4,826,7,746.99,4
2549,2804,23-07-2024,1,1,5,615,1,489.27,4
9717,2805,24-08-2024,1,1,0,533,4,302.47,1
3598,2806,17-07-2024,1,1,1,559,6,940.04,1
3795,2807,04-07-2024,1,0,5,752,5,1109.28,2
8120,2808,12-12-2024,1,0,2,506,7,1011.35,1
2704,2809,20-01-2024,1,0,0,324,1,262.19,1
5621,2810,03-02-2024,1,1,1,662,6,1772.11,4
3574,2811,07-12-2024,0,0,5,272,1,669.77,2
2781,2812,19-11-2024,1,0,3,724,2,1874.5,4
9678,2813,30-05-2024,1,1,4,676,5,1013.6,3
2798,2814,16-07-2024,0,0,4,190,3,1375.13,1
1848,2815,13-06-2024,0,0,0,490,5,1495.55,4
7064,2816,29-12-2024,1,1,2,300,1,694.97,2
8804,2817,15-06-2024,0,1,2,504,6,1332.76,3
2147,2818,04-10-2024,0,1,3,59,7,879.51,3
7369,2819,13-05-2024,0,0,5,703,3,438.04,4
5866,2820,19-05-2024,1,0,1,849,0,182.5,4
8469,2821,03-09-2024,2,1,2,596,1,697.92,1
2142,2822,25-05-2024,1,1,2,507,2,1710.75,3
9782,2823,06-01-2024,2,1,0,212,1,205.71,1
6571,2824,04-03-2024,2,0,0,742,6,681.63,1
8578,2825,14-11-2024,0,1,2,122,6,643.66,2
4257,2826,13-05-2024,0,1,5,466,7,814.86,2
9489,2827,07-02-2024,0,1,3,13,7,820.03,4
6636,2828,08-12-2024,0,0,2,736,0,272.51,3
2142,2829,30-12-2024,1,0,2,654,2,1135.53,4
9305,2830,01-07-2024,1,0,4,530,5,905.97,4
8161,2831,17-08-2024,1,1,4,501,0,723.53,2
3701,2832,02-10-2024,1,1,5,15,5,1624.12,3
5910,2833,25-01-2024,1,0,4,325,2,1597.25,3
4492,2834,18-04-2024,1,1,4,370,5,1541.96,1
5890,2835,24-07-2024,0,1,5,106,2,718.68,3
9687,2836,19-07-2024,2,0,1,323,7,473.91,2
9089,2837,30-04-2024,1,1,0,173,5,1036.84,1
2939,2838,01-01-2024,0,1,2,485,0,457.47,2
9745,2839,13-12-2024,0,1,0,577,2,1744.65,1
4941,2840,12-08-2024,1,1,1,426,1,434.65,2
7342,2841,02-10-2024,1,1,1,135,4,385.73,3
7877,2842,08-06-2024,1,0,3,177,5,855.65,2
5345,2843,04-07-2024,2,0,1,492,6,488.83,4
5109,2844,11-06-2024,0,0,4,189,5,750.66,2
5107,2845,05-06-2024,2,0,2,389,6,1569.07,1
8762,2846,01-09-2024,1,1,1,651,4,422.31,2
4476,2847,29-12-2024,1,1,4,613,3,317.92,3
3519,2848,10-10-2024,2,1,1,283,3,726.22,3
4254,2849,31-08-2024,1,1,1,742,7,646.41,3
2753,2850,05-01-2024,0,0,1,651,0,726.01,4
4523,2851,06-07-2024,1,0,2,817,5,504.3,1
2026,2852,14-12-2024,1,0,2,433,0,940.89,2
1807,2853,25-05-2024,0,1,4,851,5,508.95,1
7513,2854,19-07-2024,1,0,2,597,1,356.2,2
1696,2855,28-04-2024,1,0,1,414,4,327.85,1
6113,2856,10-03-2024,1,0,3,307,5,1167.74,2
8018,2857,14-09-2024,1,0,4,629,6,1257.07,1
7519,2858,24-04-2024,0,0,2,602,4,114.12,3
5014,2859,02-08-2024,0,1,4,578,6,1918.13,2
2742,2860,04-08-2024,1,1,4,342,1,779.85,2
9375,2861,05-11-2024,0,0,0,468,4,151.08,4
8515,2862,08-12-2024,1,0,5,582,1,512.99,4
6509,2863,21-07-2024,1,1,5,527,1,321.57,2
1780,2864,19-01-2024,0,0,3,650,6,1458.14,3
1316,2865,31-07-2024,0,0,0,688,5,445.11,2
3836,2866,18-11-2024,0,1,5,862,1,729.26,2
2417,2867,23-06-2024,1,0,3,770,5,763.03,4
8742,2868,25-07-2024,2,1,5,142,2,1711.63,4
2852,2869,05-10-2024,0,1,2,203,3,323.29,1
3543,2870,09-06-2024,0,1,4,31,6,1819.31,1
9780,2871,31-05-2024,1,0,5,71,7,1130.16,2
8363,2872,24-06-2024,1,1,3,8,3,1217.47,4
2968,2873,06-11-2024,1,1,4,194,5,1236.69,1
4451,2874,27-06-2024,1,1,0,176,3,305.57,4
5641,2875,29-04-2024,1,0,0,715,2,932.35,3
6977,2876,05-08-2024,0,1,2,576,3,933.65,3
9424,2877,09-09-2024,1,1,3,506,7,378.71,4
8839,2878,29-11-2024,1,0,0,178,7,203.71,4
9793,2879,21-11-2024,0,0,4,578,4,344.29,3
1365,2880,12-10-2024,2,1,1,888,2,652.19,1
3127,2881,07-10-2024,0,1,3,679,7,749.81,4
6066,2882,13-06-2024,0,1,3,50,0,944.9,3
1442,2883,05-05-2024,0,1,2,183,5,814.97,3
4197,2884,24-07-2024,1,0,4,34,3,564.8,1
2382,2885,14-09-2024,1,0,5,613,3,397.82,4
9395,2886,08-07-2024,1,1,3,873,0,673.57,4
1569,2887,16-03-2024,0,1,0,148,7,1129.38,3
2335,2888,06-01-2024,0,1,2,847,3,1063.66,1
2755,2889,22-01-2024,0,0,3,496,6,618.6,2
2337,2890,04-06-2024,1,1,3,466,3,1227.57,2
6116,2891,15-10-2024,0,1,5,114,3,861.45,3
4278,2892,15-10-2024,1,0,0,14,2,1484.1,1
9211,2893,21-10-2024,1,1,2,218,4,471.19,3
3347,2894,15-09-2024,1,0,3,470,5,1274.69,1
5834,2895,09-01-2024,1,0,2,536,0,729.18,2
6940,2896,18-11-2024,1,1,0,105,3,1292.57,3
6633,2897,11-12-2024,0,0,0,854,0,644.37,4
8166,2898,06-11-2024,1,1,4,163,6,1877.92,4
2816,2899,11-06-2024,0,1,4,342,1,437.32,2
5566,2900,19-03-2024,1,0,1,368,0,496.73,1
8204,2901,26-11-2024,1,1,0,573,3,1351.66,3
8766,2902,08-03-2024,1,0,1,777,1,548.72,1
6559,2903,14-10-2024,1,0,4,764,0,159.49,1
6866,2904,18-12-2024,0,0,0,789,2,976.47,4
8776,2905,24-11-2024,0,1,4,266,1,366.36,3
6623,2906,09-07-2024,1,0,1,455,1,616.95,1
9538,2907,31-10-2024,0,0,5,778,3,334.06,4
2148,2908,30-10-2024,1,1,0,595,2,1664.88,2
4130,2909,21-12-2024,0,1,4,615,2,1909.52,2
2009,2910,11-05-2024,1,1,4,424,5,922.16,3
1815,2911,17-08-2024,1,0,5,202,4,289.2,4
5246,2912,25-10-2024,1,1,5,91,6,1211.66,1
3033,2913,23-03-2024,1,1,0,420,4,211.92,4
4664,2914,23-03-2024,1,0,0,648,0,694.54,1
4940,2915,22-05-2024,1,0,2,722,2,1288.52,3
6587,2916,11-05-2024,1,0,0,811,1,526.55,3
9510,2917,01-10-2024,0,1,4,423,5,708.01,1
8643,2918,07-12-2024,1,1,3,824,0,280.5,4
4404,2919,27-02-2024,0,0,1,633,6,1696.42,4
3929,2920,28-04-2024,0,0,3,721,4,212.44,4
7936,2921,05-12-2024,1,1,4,237,6,1046.46,1
2112,2922,05-08-2024,1,1,5,151,0,767.59,1
5863,2923,15-03-2024,1,1,3,226,1,669.34,2
4806,2924,08-08-2024,1,0,0,156,3,1232.72,2
2645,2925,15-11-2024,0,1,2,711,5,761.41,4
6547,2926,16-05-2024,0,0,2,594,0,222.7,3
3886,2927,25-06-2024,0,0,2,397,4,294.45,3
2670,2928,11-08-2024,0,1,2,187,0,770.86,1
6878,2929,02-11-2024,1,0,1,612,2,1356.15,2
2567,2930,25-07-2024,1,1,1,424,2,719.92,4
7055,2931,15-12-2024,0,0,2,887,7,311.98,2
2458,2932,02-10-2024,0,1,3,290,7,614.35,3
4912,2933,03-06-2024,0,0,5,891,1,403.64,3
8271,2934,26-06-2024,1,0,1,453,5,768.22,1
3057,2935,11-09-2024,0,0,4,433,2,1607.76,2
7907,2936,26-01-2024,0,1,3,688,7,1051.43,3
7496,2937,23-03-2024,1,1,1,506,7,637.71,1
9123,2938,27-03-2024,0,1,2,30,6,1901.06,3
2519,2939,19-10-2024,0,1,3,278,4,497.95,1
7435,2940,27-10-2024,1,1,2,97,3,1077.87,1
9429,2941,26-10-2024,0,0,3,532,7,595.1,2
7866,2942,08-02-2024,0,0,2,568,4,403.33,3
2690,2943,17-04-2024,0,1,5,750,0,218.81,3
8398,2944,23-04-2024,0,1,4,723,6,777.86,1
1965,2945,09-01-2024,2,0,3,144,6,1728.77,4
6299,2946,04-04-2024,1,0,2,423,5,859.99,4
5478,2947,06-06-2024,1,1,2,62,5,1724.63,1
5779,2948,19-11-2024,1,0,5,464,6,1948.26,3
5675,2949,03-03-2024,0,0,0,382,5,1388.34,1
1283,2950,10-11-2024,1,1,2,491,7,1055.44,3
5573,2951,25-10-2024,0,1,2,451,7,263.5,2
9429,2952,27-02-2024,1,0,5,874,0,590.14,1
4929,2953,05-04-2024,1,1,0,25,0,916.61,1
3491,2954,16-06-2024,0,0,4,616,2,1197.71,2
9952,2955,10-12-2024,1,0,0,324,1,588.88,4
1890,2956,13-10-2024,0,1,1,714,4,85.9,4
5376,2957,20-12-2024,0,1,4,129,6,1914.37,3
5612,2958,24-04-2024,0,1,4,890,2,974.39,2
5301,2959,27-11-2024,0,0,5,876,1,587.51,2
9294,2960,14-12-2024,0,0,4,808,6,1666.77,3
4795,2961,06-08-2024,2,1,4,554,4,136.21,1
9758,2962,26-02-2024,0,0,2,607,6,792.71,4
1601,2963,07-04-2024,0,0,1,574,5,483.82,2
7604,2964,16-02-2024,0,0,0,552,3,729.38,4
6336,2965,21-10-2024,0,0,1,9,3,1351.9,4
3164,2966,24-04-2024,0,1,1,206,6,257.59,3
3051,2967,13-09-2024,0,0,3,52,3,441.14,4
7476,2968,07-04-2024,0,0,0,188,6,1702.65,4
6737,2969,22-12-2024,0,0,5,305,4,260.23,2
6499,2970,09-10-2024,0,1,0,761,6,396.15,4
1457,2971,17-05-2024,1,0,0,125,5,1261.49,4
6380,2972,23-06-2024,2,0,5,281,3,1121.89,2
9831,2973,22-01-2024,0,0,5,81,4,366.8,2
1155,2974,19-02-2024,1,0,3,280,3,397.09,4
5220,2975,30-12-2024,1,1,5,275,2,1308.32,3
5448,2976,24-10-2024,1,0,5,564,0,718.52,3
9069,2977,01-11-2024,1,1,3,851,2,717.14,1
3545,2978,22-08-2024,1,1,5,857,7,402.91,4
5279,2979,21-03-2024,2,1,5,839,7,294.35,3
7454,2980,08-02-2024,0,1,5,116,3,1073.39,1
1542,2981,21-09-2024,1,0,1,515,1,164.23,1
8209,2982,01-05-2024,1,0,5,351,4,121.3,1
8399,2983,01-01-2024,2,0,3,435,6,1419.98,4
7476,2984,09-01-2024,1,0,2,436,2,1898.54,4
6833,2985,22-07-2024,2,0,2,331,0,835.12,2
7727,2986,02-11-2024,1,1,3,557,0,904,3
8035,2987,12-05-2024,1,0,2,887,6,753.71,3
9129,2988,30-12-2024,1,1,0,371,4,479.28,2
4853,2989,19-05-2024,1,0,4,198,0,225.34,4
5104,2990,24-09-2024,1,0,1,211,4,97.36,2
6740,2991,30-03-2024,1,1,4,296,6,1172.7,1
2737,2992,09-08-2024,0,1,4,605,2,946.62,2
8705,2993,10-04-2024,2,1,1,576,0,670.1,3
7933,2994,11-10-2024,1,1,4,211,1,333.48,2
6678,2995,14-06-2024,1,0,1,661,1,138.24,4
3714,2996,16-01-2024,0,1,4,122,6,1514.94,4
4128,2997,31-03-2024,0,1,4,8,6,1604.82,2
4914,2998,08-05-2024,0,0,5,168,1,603.51,4
6962,2999,19-06-2024,0,1,1,210,2,1134.85,2
8001,3000,08-04-2024,1,0,5,821,2,606.56,1
7046,3001,29-07-2024,1,0,2,142,5,725.2,3
9368,3002,17-12-2024,1,1,0,631,6,920.68,3
9644,3003,16-09-2024,0,1,2,82,3,651.44,3
7343,3004,23-04-2024,2,1,1,704,7,199.27,3
4337,3005,04-09-2024,1,0,4,674,7,1104.59,4
6391,3006,18-12-2024,1,1,4,255,0,666.08,3
4825,3007,29-03-2024,0,1,4,567,0,768.96,3
6661,3008,25-03-2024,1,0,0,436,6,1092.33,1
8308,3009,15-01-2024,1,1,2,603,2,660.19,4
4323,3010,03-11-2024,0,1,5,704,1,604.87,3
5551,3011,30-10-2024,1,1,2,221,7,528.07,3
1410,3012,31-05-2024,1,1,2,440,4,63.72,3
7628,3013,14-11-2024,0,1,4,894,5,1280.08,2
5408,3014,25-08-2024,2,1,1,247,1,638.58,3
5136,3015,23-12-2024,1,0,5,852,2,624.35,4
5791,3016,02-12-2024,1,0,0,527,3,595.47,3
2939,3017,16-12-2024,0,1,1,387,2,1842.46,3
6381,3018,23-05-2024,0,0,5,639,5,437.54,3
7706,3019,19-08-2024,1,1,0,145,0,283.02,2
4146,3020,02-03-2024,1,0,1,328,5,1758.3,4
2180,3021,22-11-2024,1,0,5,219,3,551.72,2
4481,3022,26-04-2024,0,1,5,52,7,729.35,2
2787,3023,12-06-2024,0,0,3,480,6,612.05,3
4365,3024,04-08-2024,0,0,5,308,7,532.97,1
6640,3025,14-10-2024,1,0,2,658,7,730.9,3
2020,3026,24-09-2024,1,1,3,688,7,1197.42,3
7724,3027,14-12-2024,0,0,2,68,1,202.38,3
3021,3028,17-09-2024,1,1,2,543,6,1557.09,2
9051,3029,17-10-2024,1,1,4,765,7,1146.32,2
7591,3030,27-07-2024,1,1,2,124,7,549.07,3
3453,3031,31-05-2024,0,0,0,203,3,1128.03,3
6068,3032,29-11-2024,1,0,3,376,4,394.73,3
1996,3033,17-05-2024,2,1,1,768,6,529.14,3
1897,3034,14-08-2024,0,0,1,553,3,517.08,3
9603,3035,16-04-2024,0,1,5,505,4,421.48,3
8221,3036,25-06-2024,1,1,0,634,7,471.76,2
2389,3037,13-05-2024,0,1,3,478,0,972.33,4
3543,3038,04-04-2024,1,1,5,588,5,1110.96,3
2778,3039,26-10-2024,1,1,4,178,7,611.53,3
4556,3040,07-10-2024,0,0,5,316,0,520.07,3
3621,3041,13-09-2024,1,0,1,535,0,421.46,1
3952,3042,31-01-2024,1,1,4,584,2,940.16,1
5763,3043,01-04-2024,1,1,5,437,3,538.47,4
2701,3044,20-03-2024,0,0,5,557,5,1097.78,4
8944,3045,16-09-2024,1,0,3,530,4,477.67,4
7548,3046,21-11-2024,1,1,3,845,6,1788.67,2
7844,3047,18-05-2024,0,0,4,835,3,1077.64,1
2525,3048,30-04-2024,0,0,0,248,4,396.36,4
7372,3049,22-07-2024,2,0,4,180,7,242.05,4
8525,3050,26-12-2024,0,0,5,482,2,1850.19,3
2576,3051,15-05-2024,0,0,1,695,2,1550.86,1
7760,3052,11-04-2024,0,0,5,71,1,264.86,2
4218,3053,09-07-2024,1,0,3,534,1,290.16,4
8087,3054,30-11-2024,1,1,1,354,7,464.2,4
5305,3055,23-09-2024,0,1,4,885,0,903.72,1
8219,3056,08-07-2024,0,0,2,576,5,935.99,4
2326,3057,23-09-2024,1,0,0,259,6,349.72,4
4501,3058,06-01-2024,1,0,3,789,6,682.93,4
3460,3059,01-10-2024,0,1,4,793,6,1124.42,2
3235,3060,05-02-2024,1,0,0,330,0,517.32,4
3774,3061,22-05-2024,1,1,2,186,2,1499.67,2
4441,3062,07-05-2024,0,1,1,89,4,488.25,4
2145,3063,09-09-2024,0,1,3,602,5,314.39,3
7363,3064,28-03-2024,2,0,5,6,7,578.6,4
5951,3065,28-03-2024,1,1,0,604,6,763.52,4
8462,3066,18-11-2024,0,0,1,14,0,933.75,3
7344,3067,23-06-2024,1,1,3,416,5,1670.95,3
2341,3068,27-09-2024,1,1,5,856,7,566.53,2
1629,3069,31-07-2024,2,1,2,366,1,193.2,2
4804,3070,14-08-2024,2,1,0,304,5,961.46,3
5329,3071,07-09-2024,1,1,2,867,2,1605.89,3
3162,3072,31-08-2024,1,1,2,445,2,1110.64,4
8039,3073,28-11-2024,0,1,5,656,0,327.81,3
6233,3074,13-10-2024,1,0,2,867,1,311.71,4
7731,3075,21-04-2024,0,0,4,684,5,239.83,1
1980,3076,02-03-2024,1,0,2,222,0,673.52,4
8334,3077,04-11-2024,0,0,2,695,2,787.97,4
2854,3078,15-05-2024,1,0,2,368,4,498.87,4
5033,3079,23-04-2024,2,0,3,262,0,447.17,3
4953,3080,10-02-2024,0,0,1,25,4,382.59,3
8384,3081,20-07-2024,1,1,2,152,1,742.65,4
3491,3082,05-07-2024,1,1,1,378,5,450.79,4
3166,3083,29-10-2024,1,1,5,151,6,853.68,4
4056,3084,30-09-2024,2,0,1,169,2,1637.75,2
4246,3085,20-09-2024,1,0,2,546,3,876.33,2
2634,3086,15-07-2024,0,1,3,601,0,834.29,2
2587,3087,10-11-2024,1,1,2,405,3,1078.32,1
3081,3088,24-12-2024,1,0,3,559,4,97.6,1
5206,3089,24-10-2024,0,0,5,296,5,1251.93,4
4089,3090,07-05-2024,1,1,5,119,6,1612.95,2
4528,3091,10-04-2024,1,1,2,146,4,272.61,1
7470,3092,01-01-2024,0,1,1,705,2,1441.24,2
3168,3093,28-12-2024,1,0,5,217,3,1209.03,2
9188,3094,24-09-2024,0,0,5,386,2,1070.3,4
7765,3095,08-12-2024,1,0,0,274,5,857.98,3
2572,3096,14-10-2024,1,1,3,700,0,431.85,3
3824,3097,06-06-2024,0,0,1,573,7,403.76,4
2651,3098,22-02-2024,1,0,3,76,1,583.67,3
3454,3099,18-01-2024,2,1,0,569,7,315.11,2
4289,3100,16-10-2024,1,0,2,637,7,864.65,3
2177,3101,20-04-2024,1,0,1,638,1,106.88,4
1129,3102,18-05-2024,2,1,2,548,5,1258.72,2
4948,3103,01-11-2024,0,1,0,670,7,288.11,2
7308,3104,24-06-2024,0,1,1,37,3,1200.62,4
3726,3105,13-12-2024,0,0,1,650,6,1533.64,3
8743,3106,18-07-2024,1,1,5,684,6,1015.97,2
4323,3107,30-10-2024,0,1,0,54,5,563.71,1
9106,3108,15-02-2024,1,1,2,840,3,802.22,2
3123,3109,24-05-2024,1,0,2,575,0,331.18,1
5853,3110,07-03-2024,0,1,3,783,6,1956.2,2
7867,3111,21-01-2024,0,1,1,807,5,1631.15,1
1531,3112,27-12-2024,0,1,4,25,6,1443.53,2
9369,3113,07-07-2024,1,1,5,890,0,192.84,4
4284,3114,09-05-2024,0,0,0,602,2,1613.8,4
5480,3115,17-05-2024,0,1,2,22,1,659.65,3
6655,3116,28-03-2024,0,0,0,25,5,1609.44,1
6786,3117,14-02-2024,1,0,3,369,1,713.4,3
1212,3118,29-11-2024,0,0,2,225,2,899.87,1
8803,3119,08-02-2024,1,1,2,234,4,439.93,1
6611,3120,20-05-2024,1,1,3,667,2,1063.73,4
9988,3121,25-02-2024,1,1,0,178,7,502.8,4
5243,3122,05-12-2024,0,1,5,829,3,1108.87,4
6521,3123,16-03-2024,1,1,5,606,0,706.18,2
4969,3124,23-05-2024,0,1,3,806,3,1276.6,3
9007,3125,02-10-2024,1,1,4,353,2,740.57,1
8490,3126,27-07-2024,1,0,3,590,4,144.22,3
9176,3127,19-05-2024,1,1,5,726,3,1114.15,3
5538,3128,24-07-2024,0,1,5,240,0,207.59,3
8122,3129,08-06-2024,1,1,3,608,6,665.37,3
4228,3130,15-04-2024,1,1,4,821,3,409.23,4
5147,3131,06-08-2024,0,0,3,307,4,449.83,3
7841,3132,13-05-2024,1,1,4,452,7,228.95,3
1730,3133,16-12-2024,0,1,1,143,2,908.71,1
7393,3134,18-06-2024,1,0,4,761,2,780.99,4
1142,3135,03-10-2024,1,1,0,88,4,317.07,4
6225,3136,26-03-2024,0,1,5,358,2,1777.59,4
5294,3137,23-08-2024,0,0,3,302,1,793.05,1
5217,3138,23-07-2024,0,1,3,428,7,562.17,4
5448,3139,28-09-2024,1,0,2,366,1,241.6,2
5426,3140,17-06-2024,0,1,1,328,4,379.2,2
4665,3141,19-09-2024,0,1,5,83,6,473.62,2
5061,3142,22-01-2024,1,0,3,826,7,862.58,4
6112,3143,08-09-2024,0,0,4,434,4,153.99,3
7870,3144,02-10-2024,0,0,3,305,3,1071.94,4
5968,3145,30-06-2024,1,0,2,724,3,541.67,3
6782,3146,13-01-2024,1,1,5,144,2,1611.09,3
8528,3147,25-07-2024,1,1,3,249,4,194.55,3
9904,3148,12-10-2024,0,1,3,821,0,772.97,3
1977,3149,17-06-2024,1,1,2,69,2,598.98,3
7415,3150,04-02-2024,1,1,5,628,5,1334.26,4
3026,3151,24-05-2024,1,0,3,820,7,1085.03,3
2770,3152,28-12-2024,2,1,4,146,0,557.82,2
8136,3153,08-04-2024,0,0,3,280,6,674.65,4
1618,3154,12-07-2024,1,1,0,404,1,236.38,4
8629,3155,09-05-2024,1,1,1,300,1,674.88,4
7934,3156,17-09-2024,0,1,5,41,4,198.68,2
9952,3157,05-06-2024,2,0,5,88,0,585.39,2
7010,3158,20-05-2024,1,0,0,877,6,1566,3
8855,3159,30-07-2024,0,1,5,547,4,442.29,1
2066,3160,27-07-2024,0,1,1,610,1,303.33,2
9008,3161,01-07-2024,0,1,0,636,7,814.61,3
2442,3162,04-04-2024,2,1,5,374,4,323.54,2
3828,3163,09-02-2024,2,1,0,232,4,263.94,4
2153,3164,09-09-2024,1,1,0,812,1,395.41,4
